date,route,vessel_class,period,price
2024-04-09,Indonesia-Haldia,Panamax,6M,10.76
2024-04-09,Indonesia-Haldia,Panamax,1Y,10.4
2024-04-09,Indonesia-Haldia,Capesize,1M,11.13
2024-04-09,Indonesia-Haldia,Capesize,3M,11.25
2024-04-09,Indonesia-Haldia,Capesize,6M,11.6
2024-04-09,Indonesia-Haldia,Capesize,1Y,11.57
2024-04-09,Russia-Paradip,Panamax,1M,22.2
2024-04-09,Russia-Paradip,Panamax,3M,22.4
2024-04-09,Russia-Paradip,Panamax,6M,22.98
2024-04-09,Russia-Paradip,Panamax,1Y,23.61
2024-04-09,Russia-Paradip,Capesize,1M,23.52
2024-04-09,Russia-Paradip,Capesize,3M,23.36
2024-04-09,Russia-Paradip,Capesize,6M,23.3
2024-04-09,Russia-Paradip,Capesize,1Y,23.72
2024-04-09,Russia-Vizag,Panamax,1M,19.39
2024-04-09,Russia-Vizag,Panamax,3M,19.63
2024-04-09,Russia-Vizag,Panamax,6M,20.0
2024-04-09,Russia-Vizag,Panamax,1Y,19.72
2024-04-09,Russia-Vizag,Capesize,1M,23.04
2024-04-09,Russia-Vizag,Capesize,3M,22.51
2024-04-09,Russia-Vizag,Capesize,6M,22.99
2024-04-09,Russia-Vizag,Capesize,1Y,23.36
2024-04-09,Russia-Dhamra,Panamax,1M,22.22
2024-04-09,Russia-Dhamra,Panamax,3M,23.2
2024-04-09,Russia-Dhamra,Panamax,6M,22.48
2024-04-09,Russia-Dhamra,Panamax,1Y,22.53
2024-04-09,Russia-Dhamra,Capesize,1M,20.96
2024-04-09,Russia-Dhamra,Capesize,3M,20.6
2024-04-09,Russia-Dhamra,Capesize,6M,21.42
2024-04-09,Russia-Dhamra,Capesize,1Y,20.93
2024-04-09,Russia-Gangavaram,Panamax,1M,24.3
2024-04-09,Russia-Gangavaram,Panamax,3M,24.48
2024-04-09,Russia-Gangavaram,Panamax,6M,24.1
2024-04-09,Russia-Gangavaram,Panamax,1Y,24.89
2024-04-09,Russia-Gangavaram,Capesize,1M,23.3
2024-04-09,Russia-Gangavaram,Capesize,3M,23.72
2024-04-09,Russia-Gangavaram,Capesize,6M,24.17
2024-04-09,Russia-Gangavaram,Capesize,1Y,24.48
2024-04-09,Russia-Gopalpur,Panamax,1M,19.99
2024-04-09,Russia-Gopalpur,Panamax,3M,19.92
2024-04-09,Russia-Gopalpur,Panamax,6M,20.38
2024-04-09,Russia-Gopalpur,Panamax,1Y,20.5
2024-04-09,Russia-Gopalpur,Capesize,1M,19.15
2024-04-09,Russia-Gopalpur,Capesize,3M,18.94
2024-04-09,Russia-Gopalpur,Capesize,6M,19.18
2024-04-09,Russia-Gopalpur,Capesize,1Y,19.23
2024-04-09,Russia-Haldia,Panamax,1M,21.87
2024-04-09,Russia-Haldia,Panamax,3M,21.97
2024-04-09,Russia-Haldia,Panamax,6M,22.7
2024-04-09,Russia-Haldia,Panamax,1Y,23.1
2024-04-09,Russia-Haldia,Capesize,1M,20.66
2024-04-09,Russia-Haldia,Capesize,3M,20.93
2024-04-09,Russia-Haldia,Capesize,6M,21.03
2024-04-09,Russia-Haldia,Capesize,1Y,21.73
2024-04-09,Mozambique-Paradip,Panamax,1M,21.68
2024-04-09,Mozambique-Paradip,Panamax,3M,22.67
2024-04-09,Mozambique-Paradip,Panamax,6M,22.47
2024-04-09,Mozambique-Paradip,Panamax,1Y,23.0
2024-04-09,Mozambique-Paradip,Capesize,1M,21.21
2024-04-09,Mozambique-Paradip,Capesize,3M,21.21
2024-04-09,Mozambique-Paradip,Capesize,6M,21.38
2024-04-09,Mozambique-Paradip,Capesize,1Y,21.57
2024-04-09,Mozambique-Vizag,Panamax,1M,22.77
2024-04-09,Mozambique-Vizag,Panamax,3M,22.64
2024-04-09,Mozambique-Vizag,Panamax,6M,22.27
2024-04-09,Mozambique-Vizag,Panamax,1Y,23.88
2024-04-09,Mozambique-Vizag,Capesize,1M,21.04
2024-04-09,Mozambique-Vizag,Capesize,3M,21.34
2024-04-09,Mozambique-Vizag,Capesize,6M,21.45
2024-04-09,Mozambique-Vizag,Capesize,1Y,22.27
2024-04-09,Mozambique-Dhamra,Panamax,1M,21.22
2024-04-09,Mozambique-Dhamra,Panamax,3M,21.41
2024-04-09,Mozambique-Dhamra,Panamax,6M,21.63
2024-04-09,Mozambique-Dhamra,Panamax,1Y,21.92
2024-04-09,Mozambique-Dhamra,Capesize,1M,20.26
2024-04-09,Mozambique-Dhamra,Capesize,3M,21.38
2024-04-09,Mozambique-Dhamra,Capesize,6M,20.43
2024-04-09,Mozambique-Dhamra,Capesize,1Y,21.28
2024-04-09,Mozambique-Gangavaram,Panamax,1M,19.91
2024-04-09,Mozambique-Gangavaram,Panamax,3M,19.24
2024-04-09,Mozambique-Gangavaram,Panamax,6M,19.95
2024-04-09,Mozambique-Gangavaram,Panamax,1Y,19.57
2024-04-09,Mozambique-Gangavaram,Capesize,1M,20.79
2024-04-09,Mozambique-Gangavaram,Capesize,3M,20.48
2024-04-09,Mozambique-Gangavaram,Capesize,6M,20.98
2024-04-09,Mozambique-Gangavaram,Capesize,1Y,21.51
2024-04-09,Mozambique-Gopalpur,Panamax,1M,19.9
2024-04-09,Mozambique-Gopalpur,Panamax,3M,19.93
2024-04-09,Mozambique-Gopalpur,Panamax,6M,20.36
2024-04-09,Mozambique-Gopalpur,Panamax,1Y,20.77
2024-04-09,Mozambique-Gopalpur,Capesize,1M,21.59
2024-04-09,Mozambique-Gopalpur,Capesize,3M,21.35
2024-04-09,Mozambique-Gopalpur,Capesize,6M,22.47
2024-04-09,Mozambique-Gopalpur,Capesize,1Y,21.7
2024-04-09,Mozambique-Haldia,Panamax,1M,23.13
2024-04-09,Mozambique-Haldia,Panamax,3M,23.82
2024-04-09,Mozambique-Haldia,Panamax,6M,23.5
2024-04-09,Mozambique-Haldia,Panamax,1Y,23.77
2024-04-09,Mozambique-Haldia,Capesize,1M,18.88
2024-04-09,Mozambique-Haldia,Capesize,3M,19.56
2024-04-09,Mozambique-Haldia,Capesize,6M,19.61
2024-04-09,Mozambique-Haldia,Capesize,1Y,19.67
2024-04-09,USA-Paradip,Panamax,1M,30.22
2024-04-09,USA-Paradip,Panamax,3M,29.75
2024-04-09,USA-Paradip,Panamax,6M,30.38
2024-04-09,USA-Paradip,Panamax,1Y,30.83
2024-04-09,USA-Paradip,Capesize,1M,32.58
2024-04-09,USA-Paradip,Capesize,3M,32.96
2024-04-09,USA-Paradip,Capesize,6M,32.63
2024-04-09,USA-Paradip,Capesize,1Y,33.52
2024-04-09,USA-Vizag,Panamax,1M,34.78
2024-04-09,USA-Vizag,Panamax,3M,34.47
2024-04-09,USA-Vizag,Panamax,6M,34.09
2024-04-09,USA-Vizag,Panamax,1Y,35.97
2024-04-09,USA-Vizag,Capesize,1M,31.39
2024-04-09,USA-Vizag,Capesize,3M,33.01
2024-04-09,USA-Vizag,Capesize,6M,32.47
2024-04-09,USA-Vizag,Capesize,1Y,32.76
2024-04-09,USA-Dhamra,Panamax,1M,32.52
2024-04-09,USA-Dhamra,Panamax,3M,31.89
2024-04-09,USA-Dhamra,Panamax,6M,32.45
2024-04-09,USA-Dhamra,Panamax,1Y,33.18
2024-04-09,USA-Dhamra,Capesize,1M,33.92
2024-04-09,USA-Dhamra,Capesize,3M,33.93
2024-04-09,USA-Dhamra,Capesize,6M,34.56
2024-04-09,USA-Dhamra,Capesize,1Y,35.5
2024-04-09,USA-Gangavaram,Panamax,1M,32.03
2024-04-09,USA-Gangavaram,Panamax,3M,32.39
2024-04-09,USA-Gangavaram,Panamax,6M,32.94
2024-04-09,USA-Gangavaram,Panamax,1Y,32.61
2024-04-09,USA-Gangavaram,Capesize,1M,30.23
2024-04-09,USA-Gangavaram,Capesize,3M,30.16
2024-04-09,USA-Gangavaram,Capesize,6M,29.77
2024-04-09,USA-Gangavaram,Capesize,1Y,30.57
2024-04-09,USA-Gopalpur,Panamax,1M,29.61
2024-04-09,USA-Gopalpur,Panamax,3M,29.37
2024-04-09,USA-Gopalpur,Panamax,6M,30.23
2024-04-09,USA-Gopalpur,Panamax,1Y,30.78
2024-04-09,USA-Gopalpur,Capesize,1M,35.28
2024-04-09,USA-Gopalpur,Capesize,3M,34.71
2024-04-09,USA-Gopalpur,Capesize,6M,36.18
2024-04-09,USA-Gopalpur,Capesize,1Y,36.2
2024-04-09,USA-Haldia,Panamax,1M,30.19
2024-04-09,USA-Haldia,Panamax,3M,29.91
2024-04-09,USA-Haldia,Panamax,6M,30.87
2024-04-09,USA-Haldia,Panamax,1Y,30.91
2024-04-09,USA-Haldia,Capesize,1M,31.72
2024-04-09,USA-Haldia,Capesize,3M,32.11
2024-04-09,USA-Haldia,Capesize,6M,32.08
2024-04-09,USA-Haldia,Capesize,1Y,32.77
2024-05-09,Australia-Paradip,Panamax,1M,17.96
2024-05-09,Australia-Paradip,Panamax,3M,17.68
2024-05-09,Australia-Paradip,Panamax,6M,18.11
2024-05-09,Australia-Paradip,Panamax,1Y,18.3
2024-05-09,Australia-Paradip,Capesize,1M,16.8
2024-05-09,Australia-Paradip,Capesize,3M,16.81
2024-05-09,Australia-Paradip,Capesize,6M,16.86
2024-05-09,Australia-Paradip,Capesize,1Y,16.81
2024-05-09,Australia-Vizag,Panamax,1M,17.75
2024-05-09,Australia-Vizag,Panamax,3M,18.07
2024-05-09,Australia-Vizag,Panamax,6M,17.8
2024-05-09,Australia-Vizag,Panamax,1Y,18.27
2024-05-09,Australia-Vizag,Capesize,1M,16.77
2024-05-09,Australia-Vizag,Capesize,3M,16.65
2024-05-09,Australia-Vizag,Capesize,6M,16.53
2024-05-09,Australia-Vizag,Capesize,1Y,17.21
2024-05-09,Australia-Dhamra,Panamax,1M,15.18
2024-05-09,Australia-Dhamra,Panamax,3M,15.29
2024-05-09,Australia-Dhamra,Panamax,6M,15.13
2024-05-09,Australia-Dhamra,Panamax,1Y,15.78
2024-05-09,Australia-Dhamra,Capesize,1M,15.67
2024-05-09,Australia-Dhamra,Capesize,3M,16.56
2024-05-09,Australia-Dhamra,Capesize,6M,16.52
2024-05-09,Australia-Dhamra,Capesize,1Y,16.42
2024-05-09,Australia-Gangavaram,Panamax,1M,16.21
2024-05-09,Australia-Gangavaram,Panamax,3M,16.54
2024-05-09,Australia-Gangavaram,Panamax,6M,16.99
2024-05-09,Australia-Gangavaram,Panamax,1Y,17.25
2024-05-09,Australia-Gangavaram,Capesize,1M,18.5
2024-05-09,Australia-Gangavaram,Capesize,3M,18.68
2024-05-09,Australia-Gangavaram,Capesize,6M,18.94
2024-05-09,Australia-Gangavaram,Capesize,1Y,19.37
2024-05-09,Australia-Gopalpur,Panamax,1M,18.49
2024-05-09,Australia-Gopalpur,Panamax,3M,18.37
2024-05-09,Australia-Gopalpur,Panamax,6M,18.62
2024-05-09,Australia-Gopalpur,Panamax,1Y,19.54
2024-05-09,Australia-Gopalpur,Capesize,1M,18.56
2024-05-09,Australia-Gopalpur,Capesize,3M,18.66
2024-05-09,Australia-Gopalpur,Capesize,6M,18.28
2024-05-09,Australia-Gopalpur,Capesize,1Y,18.58
2024-05-09,Australia-Haldia,Panamax,1M,17.5
2024-05-09,Australia-Haldia,Panamax,3M,17.68
2024-05-09,Australia-Haldia,Panamax,6M,17.29
2024-05-09,Australia-Haldia,Panamax,1Y,18.35
2024-05-09,Australia-Haldia,Capesize,1M,15.86
2024-05-09,Australia-Haldia,Capesize,3M,16.26
2024-05-09,Australia-Haldia,Capesize,6M,15.99
2024-05-09,Australia-Haldia,Capesize,1Y,16.67
2024-05-09,Indonesia-Paradip,Panamax,1M,9.39
2024-05-09,Indonesia-Paradip,Panamax,3M,9.33
2024-05-09,Indonesia-Paradip,Panamax,6M,9.57
2024-05-09,Indonesia-Paradip,Panamax,1Y,9.55
2024-05-09,Indonesia-Paradip,Capesize,1M,8.75
2024-05-09,Indonesia-Paradip,Capesize,3M,8.92
2024-05-09,Indonesia-Paradip,Capesize,6M,9.24
2024-05-09,Indonesia-Paradip,Capesize,1Y,9.23
2024-05-09,Indonesia-Vizag,Panamax,1M,10.69
2024-05-09,Indonesia-Vizag,Panamax,3M,10.93
2024-05-09,Indonesia-Vizag,Panamax,6M,11.22
2024-05-09,Indonesia-Vizag,Panamax,1Y,11.13
2024-05-09,Indonesia-Vizag,Capesize,1M,10.6
2024-05-09,Indonesia-Vizag,Capesize,3M,10.71
2024-05-09,Indonesia-Vizag,Capesize,6M,10.63
2024-05-09,Indonesia-Vizag,Capesize,1Y,11.02
2024-05-09,Indonesia-Dhamra,Panamax,1M,10.42
2024-05-09,Indonesia-Dhamra,Panamax,3M,10.32
2024-05-09,Indonesia-Dhamra,Panamax,6M,10.6
2024-05-09,Indonesia-Dhamra,Panamax,1Y,10.76
2024-05-09,Indonesia-Dhamra,Capesize,1M,11.69
2024-05-09,Indonesia-Dhamra,Capesize,3M,11.8
2024-05-09,Indonesia-Dhamra,Capesize,6M,11.99
2024-05-09,Indonesia-Dhamra,Capesize,1Y,12.29
2024-05-09,Indonesia-Gangavaram,Panamax,1M,10.46
2024-05-09,Indonesia-Gangavaram,Panamax,3M,11.1
2024-05-09,Indonesia-Gangavaram,Panamax,6M,10.9
2024-05-09,Indonesia-Gangavaram,Panamax,1Y,11.1
2024-05-09,Indonesia-Gangavaram,Capesize,1M,10.85
2024-05-09,Indonesia-Gangavaram,Capesize,3M,10.99
2024-05-09,Indonesia-Gangavaram,Capesize,6M,10.98
2024-05-09,Indonesia-Gangavaram,Capesize,1Y,11.23
2024-05-09,Indonesia-Gopalpur,Panamax,1M,9.72
2024-05-09,Indonesia-Gopalpur,Panamax,3M,9.88
2024-05-09,Indonesia-Gopalpur,Panamax,6M,10.03
2024-05-09,Indonesia-Gopalpur,Panamax,1Y,10.08
2024-05-09,Indonesia-Gopalpur,Capesize,1M,12.44
2024-05-09,Indonesia-Gopalpur,Capesize,3M,12.44
2024-05-09,Indonesia-Gopalpur,Capesize,6M,12.86
2024-05-09,Indonesia-Gopalpur,Capesize,1Y,12.69
2024-05-09,Indonesia-Haldia,Panamax,1M,10.43
2024-05-09,Indonesia-Haldia,Panamax,3M,10.21
2024-05-09,Indonesia-Haldia,Panamax,6M,10.71
2024-05-09,Indonesia-Haldia,Panamax,1Y,10.7
2024-05-09,Indonesia-Haldia,Capesize,1M,10.71
2024-05-09,Indonesia-Haldia,Capesize,3M,10.88
2024-05-09,Indonesia-Haldia,Capesize,6M,10.85
2024-05-09,Indonesia-Haldia,Capesize,1Y,11.07
2024-05-09,Russia-Paradip,Panamax,1M,24.22
2024-05-09,Russia-Paradip,Panamax,3M,24.3
2024-05-09,Russia-Paradip,Panamax,6M,23.77
2024-05-09,Russia-Paradip,Panamax,1Y,24.71
2024-05-09,Russia-Paradip,Capesize,1M,25.75
2024-05-09,Russia-Paradip,Capesize,3M,26.95
2024-05-09,Russia-Paradip,Capesize,6M,26.45
2024-05-09,Russia-Paradip,Capesize,1Y,27.51
2024-05-09,Russia-Vizag,Panamax,1M,22.55
2024-05-09,Russia-Vizag,Panamax,3M,23.02
2024-05-09,Russia-Vizag,Panamax,6M,22.78
2024-05-09,Russia-Vizag,Panamax,1Y,23.13
2024-05-09,Russia-Vizag,Capesize,1M,24.8
2024-05-09,Russia-Vizag,Capesize,3M,24.67
2024-05-09,Russia-Vizag,Capesize,6M,25.07
2024-05-09,Russia-Vizag,Capesize,1Y,25.52
2024-05-09,Russia-Dhamra,Panamax,1M,20.71
2024-05-09,Russia-Dhamra,Panamax,3M,21.03
2024-05-09,Russia-Dhamra,Panamax,6M,21.4
2024-05-09,Russia-Dhamra,Panamax,1Y,22.32
2024-05-09,Russia-Dhamra,Capesize,1M,23.9
2024-05-09,Russia-Dhamra,Capesize,3M,24.14
2024-05-09,Russia-Dhamra,Capesize,6M,24.4
2024-05-09,Russia-Dhamra,Capesize,1Y,25.66
2024-05-09,Russia-Gangavaram,Panamax,1M,20.9
2024-05-09,Russia-Gangavaram,Panamax,3M,20.71
2024-05-09,Russia-Gangavaram,Panamax,6M,20.59
2024-05-09,Russia-Gangavaram,Panamax,1Y,21.08
2024-05-09,Russia-Gangavaram,Capesize,1M,22.59
2024-05-09,Russia-Gangavaram,Capesize,3M,23.36
2024-05-09,Russia-Gangavaram,Capesize,6M,23.2
2024-05-09,Russia-Gangavaram,Capesize,1Y,23.72
2024-05-09,Russia-Gopalpur,Panamax,1M,25.48
2024-05-09,Russia-Gopalpur,Panamax,3M,26.65
2024-05-09,Russia-Gopalpur,Panamax,6M,26.37
2024-05-09,Russia-Gopalpur,Panamax,1Y,26.13
2024-05-09,Russia-Gopalpur,Capesize,1M,22.18
2024-05-09,Russia-Gopalpur,Capesize,3M,22.61
2024-05-09,Russia-Gopalpur,Capesize,6M,22.62
2024-05-09,Russia-Gopalpur,Capesize,1Y,23.57
2024-05-09,Russia-Haldia,Panamax,1M,25.57
2024-05-09,Russia-Haldia,Panamax,3M,25.47
2024-05-09,Russia-Haldia,Panamax,6M,25.52
2024-05-09,Russia-Haldia,Panamax,1Y,26.49
2024-05-09,Russia-Haldia,Capesize,1M,26.9
2024-05-09,Russia-Haldia,Capesize,3M,26.46
2024-05-09,Russia-Haldia,Capesize,6M,27.84
2024-05-09,Russia-Haldia,Capesize,1Y,27.67
2024-05-09,Mozambique-Paradip,Panamax,1M,23.86
2024-05-09,Mozambique-Paradip,Panamax,3M,23.02
2024-05-09,Mozambique-Paradip,Panamax,6M,24.35
2024-05-09,Mozambique-Paradip,Panamax,1Y,24.87
2024-05-09,Mozambique-Paradip,Capesize,1M,17.43
2024-05-09,Mozambique-Paradip,Capesize,3M,17.67
2024-05-09,Mozambique-Paradip,Capesize,6M,17.98
2024-05-09,Mozambique-Paradip,Capesize,1Y,18.06
2024-05-09,Mozambique-Vizag,Panamax,1M,21.61
2024-05-09,Mozambique-Vizag,Panamax,3M,21.53
2024-05-09,Mozambique-Vizag,Panamax,6M,21.94
2024-05-09,Mozambique-Vizag,Panamax,1Y,23.01
2024-05-09,Mozambique-Vizag,Capesize,1M,18.6
2024-05-09,Mozambique-Vizag,Capesize,3M,19.32
2024-05-09,Mozambique-Vizag,Capesize,6M,19.64
2024-05-09,Mozambique-Vizag,Capesize,1Y,19.11
2024-05-09,Mozambique-Dhamra,Panamax,1M,23.05
2024-05-09,Mozambique-Dhamra,Panamax,3M,22.76
2024-05-09,Mozambique-Dhamra,Panamax,6M,23.61
2024-05-09,Mozambique-Dhamra,Panamax,1Y,24.07
2024-05-09,Mozambique-Dhamra,Capesize,1M,18.76
2024-05-09,Mozambique-Dhamra,Capesize,3M,19.21
2024-05-09,Mozambique-Dhamra,Capesize,6M,19.49
2024-05-09,Mozambique-Dhamra,Capesize,1Y,19.78
2024-05-09,Mozambique-Gangavaram,Panamax,1M,20.2
2024-05-09,Mozambique-Gangavaram,Panamax,3M,20.51
2024-05-09,Mozambique-Gangavaram,Panamax,6M,20.84
2024-05-09,Mozambique-Gangavaram,Panamax,1Y,20.98
2024-05-09,Mozambique-Gangavaram,Capesize,1M,21.82
2024-05-09,Mozambique-Gangavaram,Capesize,3M,21.59
2024-05-09,Mozambique-Gangavaram,Capesize,6M,21.75
2024-05-09,Mozambique-Gangavaram,Capesize,1Y,22.35
2024-05-09,Mozambique-Gopalpur,Panamax,1M,20.98
2024-05-09,Mozambique-Gopalpur,Panamax,3M,21.69
2024-05-09,Mozambique-Gopalpur,Panamax,6M,21.85
2024-05-09,Mozambique-Gopalpur,Panamax,1Y,22.01
2024-05-09,Mozambique-Gopalpur,Capesize,1M,19.5
2024-05-09,Mozambique-Gopalpur,Capesize,3M,20.41
2024-05-09,Mozambique-Gopalpur,Capesize,6M,19.72
2024-05-09,Mozambique-Gopalpur,Capesize,1Y,19.63
2024-05-09,Mozambique-Haldia,Panamax,1M,18.43
2024-05-09,Mozambique-Haldia,Panamax,3M,18.79
2024-05-09,Mozambique-Haldia,Panamax,6M,18.93
2024-05-09,Mozambique-Haldia,Panamax,1Y,19.42
2024-05-09,Mozambique-Haldia,Capesize,1M,18.77
2024-05-09,Mozambique-Haldia,Capesize,3M,18.65
2024-05-09,Mozambique-Haldia,Capesize,6M,18.8
2024-05-09,Mozambique-Haldia,Capesize,1Y,19.45
2024-05-09,USA-Paradip,Panamax,1M,32.32
2024-05-09,USA-Paradip,Panamax,3M,31.88
2024-05-09,USA-Paradip,Panamax,6M,31.71
2024-05-09,USA-Paradip,Panamax,1Y,33.64
2024-05-09,USA-Paradip,Capesize,1M,34.75
2024-05-09,USA-Paradip,Capesize,3M,36.51
2024-05-09,USA-Paradip,Capesize,6M,36.3
2024-05-09,USA-Paradip,Capesize,1Y,37.08
2024-05-09,USA-Vizag,Panamax,1M,29.08
2024-05-09,USA-Vizag,Panamax,3M,29.96
2024-05-09,USA-Vizag,Panamax,6M,30.01
2024-05-09,USA-Vizag,Panamax,1Y,30.92
2024-05-09,USA-Vizag,Capesize,1M,30.73
2024-05-09,USA-Vizag,Capesize,3M,30.99
2024-05-09,USA-Vizag,Capesize,6M,31.36
2024-05-09,USA-Vizag,Capesize,1Y,32.85
2024-05-09,USA-Dhamra,Panamax,1M,30.82
2024-05-09,USA-Dhamra,Panamax,3M,30.3
2024-05-09,USA-Dhamra,Panamax,6M,30.14
2024-05-09,USA-Dhamra,Panamax,1Y,31.25
2024-05-09,USA-Dhamra,Capesize,1M,30.32
2024-05-09,USA-Dhamra,Capesize,3M,30.61
2024-05-09,USA-Dhamra,Capesize,6M,30.94
2024-05-09,USA-Dhamra,Capesize,1Y,31.75
2024-05-09,USA-Gangavaram,Panamax,1M,30.42
2024-05-09,USA-Gangavaram,Panamax,3M,30.58
2024-05-09,USA-Gangavaram,Panamax,6M,30.02
2024-05-09,USA-Gangavaram,Panamax,1Y,32.81
2024-05-09,USA-Gangavaram,Capesize,1M,37.55
2024-05-09,USA-Gangavaram,Capesize,3M,37.45
2024-05-09,USA-Gangavaram,Capesize,6M,38.86
2024-05-09,USA-Gangavaram,Capesize,1Y,38.81
2024-05-09,USA-Gopalpur,Panamax,1M,33.89
2024-05-09,USA-Gopalpur,Panamax,3M,33.49
2024-05-09,USA-Gopalpur,Panamax,6M,34.03
2024-05-09,USA-Gopalpur,Panamax,1Y,35.61
2024-05-09,USA-Gopalpur,Capesize,1M,28.26
2024-05-09,USA-Gopalpur,Capesize,3M,29.83
2024-05-09,USA-Gopalpur,Capesize,6M,29.67
2024-05-09,USA-Gopalpur,Capesize,1Y,29.63
2024-05-09,USA-Haldia,Panamax,1M,32.88
2024-05-09,USA-Haldia,Panamax,3M,32.87
2024-05-09,USA-Haldia,Panamax,6M,32.6
2024-05-09,USA-Haldia,Panamax,1Y,33.81
2024-05-09,USA-Haldia,Capesize,1M,35.33
2024-05-09,USA-Haldia,Capesize,3M,34.15
2024-05-09,USA-Haldia,Capesize,6M,34.83
2024-05-09,USA-Haldia,Capesize,1Y,35.89
2024-06-08,Australia-Paradip,Panamax,1M,16.38
2024-06-08,Australia-Paradip,Panamax,3M,16.66
2024-06-08,Australia-Paradip,Panamax,6M,16.36
2024-06-08,Australia-Paradip,Panamax,1Y,17.27
2024-06-08,Australia-Paradip,Capesize,1M,15.31
2024-06-08,Australia-Paradip,Capesize,3M,15.96
2024-06-08,Australia-Paradip,Capesize,6M,16.09
2024-06-08,Australia-Paradip,Capesize,1Y,16.51
2024-06-08,Australia-Vizag,Panamax,1M,16.96
2024-06-08,Australia-Vizag,Panamax,3M,16.98
2024-06-08,Australia-Vizag,Panamax,6M,16.99
2024-06-08,Australia-Vizag,Panamax,1Y,17.58
2024-06-08,Australia-Vizag,Capesize,1M,14.78
2024-06-08,Australia-Vizag,Capesize,3M,14.89
2024-06-08,Australia-Vizag,Capesize,6M,15.05
2024-06-08,Australia-Vizag,Capesize,1Y,15.28
2024-06-08,Australia-Dhamra,Panamax,1M,14.42
2024-06-08,Australia-Dhamra,Panamax,3M,14.38
2024-06-08,Australia-Dhamra,Panamax,6M,13.92
2024-06-08,Australia-Dhamra,Panamax,1Y,14.76
2024-06-08,Australia-Dhamra,Capesize,1M,16.28
2024-06-08,Australia-Dhamra,Capesize,3M,16.95
2024-06-08,Australia-Dhamra,Capesize,6M,16.87
2024-06-08,Australia-Dhamra,Capesize,1Y,16.91
2024-06-08,Australia-Gangavaram,Panamax,1M,16.39
2024-06-08,Australia-Gangavaram,Panamax,3M,16.62
2024-06-08,Australia-Gangavaram,Panamax,6M,16.72
2024-06-08,Australia-Gangavaram,Panamax,1Y,16.53
2024-06-08,Australia-Gangavaram,Capesize,1M,17.94
2024-06-08,Australia-Gangavaram,Capesize,3M,17.87
2024-06-08,Australia-Gangavaram,Capesize,6M,17.8
2024-06-08,Australia-Gangavaram,Capesize,1Y,18.78
2024-06-08,Australia-Gopalpur,Panamax,1M,16.74
2024-06-08,Australia-Gopalpur,Panamax,3M,16.66
2024-06-08,Australia-Gopalpur,Panamax,6M,16.92
2024-06-08,Australia-Gopalpur,Panamax,1Y,17.18
2024-06-08,Australia-Gopalpur,Capesize,1M,15.24
2024-06-08,Australia-Gopalpur,Capesize,3M,15.63
2024-06-08,Australia-Gopalpur,Capesize,6M,15.72
2024-06-08,Australia-Gopalpur,Capesize,1Y,15.87
2024-06-08,Australia-Haldia,Panamax,1M,16.16
2024-06-08,Australia-Haldia,Panamax,3M,16.18
2024-06-08,Australia-Haldia,Panamax,6M,16.59
2024-06-08,Australia-Haldia,Panamax,1Y,16.74
2024-06-08,Australia-Haldia,Capesize,1M,16.48
2024-06-08,Australia-Haldia,Capesize,3M,16.38
2024-06-08,Australia-Haldia,Capesize,6M,16.59
2024-06-08,Australia-Haldia,Capesize,1Y,16.75
2024-06-08,Indonesia-Paradip,Panamax,1M,9.59
2024-06-08,Indonesia-Paradip,Panamax,3M,9.44
2024-06-08,Indonesia-Paradip,Panamax,6M,9.44
2024-06-08,Indonesia-Paradip,Panamax,1Y,10.05
2024-06-08,Indonesia-Paradip,Capesize,1M,11.48
2024-06-08,Indonesia-Paradip,Capesize,3M,11.74
2024-06-08,Indonesia-Paradip,Capesize,6M,11.79
2024-06-08,Indonesia-Paradip,Capesize,1Y,12.15
2024-06-08,Indonesia-Vizag,Panamax,1M,9.33
2024-06-08,Indonesia-Vizag,Panamax,3M,9.29
2024-06-08,Indonesia-Vizag,Panamax,6M,9.07
2024-06-08,Indonesia-Vizag,Panamax,1Y,9.39
2024-06-08,Indonesia-Vizag,Capesize,1M,11.76
2024-06-08,Indonesia-Vizag,Capesize,3M,11.57
2024-06-08,Indonesia-Vizag,Capesize,6M,11.52
2024-06-08,Indonesia-Vizag,Capesize,1Y,11.84
2024-06-08,Indonesia-Dhamra,Panamax,1M,8.09
2024-06-08,Indonesia-Dhamra,Panamax,3M,8.47
2024-06-08,Indonesia-Dhamra,Panamax,6M,8.35
2024-06-08,Indonesia-Dhamra,Panamax,1Y,8.71
2024-06-08,Indonesia-Dhamra,Capesize,1M,9.65
2024-06-08,Indonesia-Dhamra,Capesize,3M,9.6
2024-06-08,Indonesia-Dhamra,Capesize,6M,10.11
2024-06-08,Indonesia-Dhamra,Capesize,1Y,10.03
2024-06-08,Indonesia-Gangavaram,Panamax,1M,10.34
2024-06-08,Indonesia-Gangavaram,Panamax,3M,10.71
2024-06-08,Indonesia-Gangavaram,Panamax,6M,10.44
2024-06-08,Indonesia-Gangavaram,Panamax,1Y,10.86
2024-06-08,Indonesia-Gangavaram,Capesize,1M,10.67
2024-06-08,Indonesia-Gangavaram,Capesize,3M,10.82
2024-06-08,Indonesia-Gangavaram,Capesize,6M,10.87
2024-06-08,Indonesia-Gangavaram,Capesize,1Y,11.42
2024-06-08,Indonesia-Gopalpur,Panamax,1M,11.33
